>Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1-1 (tRNAscan-SE ID: chr.trna9) chr:780554-780629 (+) Lys (TTT) 76 bp Sc: 94.9
>Danio_rerio_tRNA-Tyr-GTA-2-83 (tRNAscan-SE ID: chr15.trna173) Tyr (GTA) 87 bp Sc: 75.2 chr15:16491615-16491701 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-84 (tRNAscan-SE ID: chr15.trna167) Tyr (GTA) 87 bp Sc: 75.2 chr15:16496088-16496174 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-85 (tRNAscan-SE ID: chr15.trna164) Tyr (GTA) 87 bp Sc: 75.2 chr15:16498324-16498410 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-86 (tRNAscan-SE ID: chr15.trna161) Tyr (GTA) 87 bp Sc: 75.2 chr15:16500560-16500646 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-87 (tRNAscan-SE ID: chr15.trna158) Tyr (GTA) 87 bp Sc: 75.2 chr15:16502796-16502882 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-88 (tRNAscan-SE ID: chr15.trna155) Tyr (GTA) 87 bp Sc: 75.2 chr15:16505032-16505118 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-89 (tRNAscan-SE ID: chr15.trna152) Tyr (GTA) 87 bp Sc: 75.2 chr15:16507268-16507354 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-9 (tRNAscan-SE ID: chr4.trna11126) Tyr (GTA) 87 bp Sc: 75.2 chr4:37742899-37742985 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-90 (tRNAscan-SE ID: chr15.trna144) Tyr (GTA) 87 bp Sc: 75.2 chr15:19953650-19953736 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-91 (tRNAscan-SE ID: chr15.trna135) Tyr (GTA) 87 bp Sc: 75.2 chr15:19963370-19963456 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-92 (tRNAscan-SE ID: chr15.trna132) Tyr (GTA) 87 bp Sc: 75.2 chr15:19965533-19965619 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-93 (tRNAscan-SE ID: chr15.trna129) Tyr (GTA) 87 bp Sc: 75.2 chr15:19967696-19967782 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-94 (tRNAscan-SE ID: chr15.trna126) Tyr (GTA) 87 bp Sc: 75.2 chr15:19969859-19969945 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-95 (tRNAscan-SE ID: chr15.trna123) Tyr (GTA) 87 bp Sc: 75.2 chr15:19972022-19972108 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-96 (tRNAscan-SE ID: chr15.trna120) Tyr (GTA) 87 bp Sc: 75.2 chr15:19974185-19974271 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-97 (tRNAscan-SE ID: chr15.trna117) Tyr (GTA) 87 bp Sc: 75.2 chr15:19976348-19976434 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-98 (tRNAscan-SE ID: chr15.trna114) Tyr (GTA) 87 bp Sc: 75.2 chr15:19978510-19978596 (-)
>Danio_rerio_tRNA-Tyr-GTA-2-99 (tRNAscan-SE ID: chr15.trna111) Tyr (GTA) 87 bp Sc: 75.2 chr15:19980672-19980758 (-)
>Danio_rerio_tRNA-Tyr-GTA-20-1 (tRNAscan-SE ID: chr4.trna4649) Tyr (GTA) 87 bp Sc: 68.9 chr4:60824357-60824443 (+)
>Danio_rerio_tRNA-Tyr-GTA-20-2 (tRNAscan-SE ID: chr4.trna4652) Tyr (GTA) 87 bp Sc: 68.9 chr4:60826614-60826700 (+)
>Danio_rerio_tRNA-Tyr-GTA-20-3 (tRNAscan-SE ID: chr4.trna4658) Tyr (GTA) 87 bp Sc: 68.9 chr4:60831125-60831211 (+)
>Danio_rerio_tRNA-Tyr-GTA-21-1 (tRNAscan-SE ID: chr4.trna12266) Tyr (GTA) 87 bp Sc: 65.4 chr4:30567378-30567464 (-)
>Danio_rerio_tRNA-Tyr-GTA-22-1 (tRNAscan-SE ID: chr4.trna9553) Tyr (GTA) 87 bp Sc: 65.2 chr4:48465797-48465883 (-)
>Danio_rerio_tRNA-Tyr-GTA-22-2 (tRNAscan-SE ID: chr4.trna4646) Tyr (GTA) 87 bp Sc: 65.2 chr4:60822099-60822185 (+)
>Danio_rerio_tRNA-Tyr-GTA-22-3 (tRNAscan-SE ID: chr15.trna194) Tyr (GTA) 87 bp Sc: 65.2 chr15:16475307-16475393 (-)
>Danio_rerio_tRNA-Tyr-GTA-23-1 (tRNAscan-SE ID: chr4.trna5441) Tyr (GTA) 87 bp Sc: 65.8 chr4:65103940-65104026 (+)
>Danio_rerio_tRNA-Tyr-GTA-23-2 (tRNAscan-SE ID: chr4.trna5447) Tyr (GTA) 87 bp Sc: 65.8 chr4:65108413-65108499 (+)
>Danio_rerio_tRNA-Tyr-GTA-23-3 (tRNAscan-SE ID: chr4.trna5452) Tyr (GTA) 87 bp Sc: 65.8 chr4:65112251-65112337 (+)
>Danio_rerio_tRNA-Tyr-GTA-23-4 (tRNAscan-SE ID: chr4.trna5458) Tyr (GTA) 87 bp Sc: 65.8 chr4:65116711-65116797 (+)
>Danio_rerio_tRNA-Tyr-GTA-24-1 (tRNAscan-SE ID: chr4.trna2758) Tyr (GTA) 89 bp Sc: 70.4 chr4:49087648-49087736 (+)
>Danio_rerio_tRNA-Tyr-GTA-24-2 (tRNAscan-SE ID: chrUn_KN147651v2.trna167) Tyr (GTA) 89 bp Sc: 70.4 chrUn_KN147651v2:43962-44050 (-)
>Danio_rerio_tRNA-Tyr-GTA-25-1 (tRNAscan-SE ID: chr4.trna9055) Tyr (GTA) 87 bp Sc: 67.4 chr4:51361045-51361131 (-)
>Danio_rerio_tRNA-Tyr-GTA-26-1 (tRNAscan-SE ID: chr4.trna11585) Tyr (GTA) 87 bp Sc: 66.4 chr4:36678101-36678187 (-)
>Danio_rerio_tRNA-Tyr-GTA-27-1 (tRNAscan-SE ID: chr4.trna8090) Tyr (GTA) 87 bp Sc: 64.8 chr4:57830466-57830552 (-)
>Danio_rerio_tRNA-Tyr-GTA-27-2 (tRNAscan-SE ID: chr4.trna8087) Tyr (GTA) 87 bp Sc: 64.8 chr4:57832696-57832782 (-)
>Danio_rerio_tRNA-Tyr-GTA-27-3 (tRNAscan-SE ID: chr4.trna8069) Tyr (GTA) 87 bp Sc: 64.8 chr4:57846071-57846157 (-)
>Danio_rerio_tRNA-Tyr-GTA-28-1 (tRNAscan-SE ID: chr4.trna10780) Tyr (GTA) 87 bp Sc: 69.6 chr4:39018265-39018351 (-)
>Danio_rerio_tRNA-Tyr-GTA-29-1 (tRNAscan-SE ID: chr4.trna10771) Tyr (GTA) 87 bp Sc: 68.3 chr4:39024952-39025038 (-)
>Danio_rerio_tRNA-Tyr-GTA-3-1 (tRNAscan-SE ID: chr4.trna11901) Tyr (GTA) 87 bp Sc: 75.2 chr4:34190935-34191021 (-)
>Danio_rerio_tRNA-Tyr-GTA-3-2 (tRNAscan-SE ID: chr4.trna6490) Tyr (GTA) 87 bp Sc: 75.2 chr4:67339112-67339198 (-)
>Danio_rerio_tRNA-Tyr-GTA-30-1 (tRNAscan-SE ID: chr4.trna5788) Tyr (GTA) 87 bp Sc: 68.9 chr4:68294677-68294763 (+)
>Danio_rerio_tRNA-Tyr-GTA-31-1 (tRNAscan-SE ID: chr4.trna4588) Tyr (GTA) 87 bp Sc: 70.6 chr4:60330037-60330123 (+)
>Danio_rerio_tRNA-Tyr-GTA-32-1 (tRNAscan-SE ID: chrUn_KN149686v1.trna24) Tyr (GTA) 87 bp Sc: 65.0 chrUn_KN149686v1:23840-23926 (-)
>Danio_rerio_tRNA-Tyr-GTA-33-1 (tRNAscan-SE ID: chr15.trna141) Tyr (GTA) 87 bp Sc: 62.4 chr15:19955814-19955900 (-)
>Danio_rerio_tRNA-Tyr-GTA-34-1 (tRNAscan-SE ID: chr4.trna1666) Tyr (GTA) 87 bp Sc: 69.4 chr4:41248190-41248276 (+)
>Danio_rerio_tRNA-Tyr-GTA-35-1 (tRNAscan-SE ID: chrUn_KN150083v1.trna2) Tyr (GTA) 87 bp Sc: 67.3 chrUn_KN150083v1:355-441 (+)
>Danio_rerio_tRNA-Tyr-GTA-36-1 (tRNAscan-SE ID: chr4.trna2715) Tyr (GTA) 87 bp Sc: 64.9 chr4:48841672-48841758 (+)
>Danio_rerio_tRNA-Tyr-GTA-37-1 (tRNAscan-SE ID: chr4.trna10396) Tyr (GTA) 87 bp Sc: 72.7 chr4:41805266-41805352 (-)
>Danio_rerio_tRNA-Tyr-GTA-38-1 (tRNAscan-SE ID: chr4.trna11110) Tyr (GTA) 87 bp Sc: 66.3 chr4:37756655-37756741 (-)
>Danio_rerio_tRNA-Tyr-GTA-39-1 (tRNAscan-SE ID: chr4.trna3467) Tyr (GTA) 87 bp Sc: 67.4 chr4:53222674-53222760 (+)
>Danio_rerio_tRNA-Tyr-GTA-4-1 (tRNAscan-SE ID: chr4.trna5015) Tyr (GTA) 87 bp Sc: 72.1 chr4:63105380-63105466 (+)
>Danio_rerio_tRNA-Tyr-GTA-4-2 (tRNAscan-SE ID: chr4.trna5794) Tyr (GTA) 87 bp Sc: 72.1 chr4:68299190-68299276 (+)
>Danio_rerio_tRNA-Tyr-GTA-4-3 (tRNAscan-SE ID: chr4.trna5800) Tyr (GTA) 87 bp Sc: 72.1 chr4:68303702-68303788 (+)
>Danio_rerio_tRNA-Tyr-GTA-4-4 (tRNAscan-SE ID: chr4.trna5803) Tyr (GTA) 87 bp Sc: 72.1 chr4:68305958-68306044 (+)
>Danio_rerio_tRNA-Tyr-GTA-4-5 (tRNAscan-SE ID: chr4.trna5809) Tyr (GTA) 87 bp Sc: 72.1 chr4:68310471-68310557 (+)
>Danio_rerio_tRNA-Tyr-GTA-4-6 (tRNAscan-SE ID: chr4.trna5812) Tyr (GTA) 87 bp Sc: 72.1 chr4:68312728-68312814 (+)
>Danio_rerio_tRNA-Tyr-GTA-4-7 (tRNAscan-SE ID: chr4.trna5815) Tyr (GTA) 87 bp Sc: 72.1 chr4:68314983-68315069 (+)
>Danio_rerio_tRNA-Tyr-GTA-4-8 (tRNAscan-SE ID: chr4.trna5818) Tyr (GTA) 87 bp Sc: 72.1 chr4:68317239-68317325 (+)
>Danio_rerio_tRNA-Tyr-GTA-4-9 (tRNAscan-SE ID: chr4.trna5827) Tyr (GTA) 87 bp Sc: 72.1 chr4:68324008-68324094 (+)
>Danio_rerio_tRNA-Tyr-GTA-40-1 (tRNAscan-SE ID: chr4.trna4009) Tyr (GTA) 87 bp Sc: 65.1 chr4:57753484-57753570 (+)
>Danio_rerio_tRNA-Tyr-GTA-41-1 (tRNAscan-SE ID: chr4.trna1613) Tyr (GTA) 87 bp Sc: 60.8 chr4:40445627-40445713 (+)
>Danio_rerio_tRNA-Tyr-GTA-42-1 (tRNAscan-SE ID: chr15.trna147) Tyr (GTA) 87 bp Sc: 60.6 chr15:19951488-19951574 (-)
>Danio_rerio_tRNA-Tyr-GTA-43-1 (tRNAscan-SE ID: chr4.trna11596) Tyr (GTA) 87 bp Sc: 65.4 chr4:36179679-36179765 (-)
>Danio_rerio_tRNA-Tyr-GTA-44-1 (tRNAscan-SE ID: chr4.trna7161) Tyr (GTA) 87 bp Sc: 60.6 chr4:61824654-61824740 (-)
>Danio_rerio_tRNA-Tyr-GTA-45-1 (tRNAscan-SE ID: chrUn_KN149694v1.trna24) Tyr (GTA) 87 bp Sc: 61.5 chrUn_KN149694v1:115774-115860 (+)
>Danio_rerio_tRNA-Tyr-GTA-46-1 (tRNAscan-SE ID: chr4.trna5155) Tyr (GTA) 87 bp Sc: 58.2 chr4:63967737-63967823 (+)
>Danio_rerio_tRNA-Tyr-GTA-47-1 (tRNAscan-SE ID: chr4.trna7363) Tyr (GTA) 87 bp Sc: 59.5 chr4:60747698-60747784 (-)
>Danio_rerio_tRNA-Tyr-GTA-48-1 (tRNAscan-SE ID: chr4.trna5791) Tyr (GTA) 87 bp Sc: 66.0 chr4:68296934-68297020 (+)
>Danio_rerio_tRNA-Tyr-GTA-49-1 (tRNAscan-SE ID: chr4.trna10393) Tyr (GTA) 87 bp Sc: 59.7 chr4:41807481-41807567 (-)
>Danio_rerio_tRNA-Tyr-GTA-5-1 (tRNAscan-SE ID: chr15.trna170) Tyr (GTA) 87 bp Sc: 74.2 chr15:16493851-16493937 (-)
>Danio_rerio_tRNA-Tyr-GTA-50-1 (tRNAscan-SE ID: chr4.trna11648) Tyr (GTA) 86 bp Sc: 60.1 chr4:35748298-35748383 (-)
>Danio_rerio_tRNA-Tyr-GTA-51-1 (tRNAscan-SE ID: chr4.trna8155) Tyr (GTA) 87 bp Sc: 66.9 chr4:57026367-57026453 (-)
>Danio_rerio_tRNA-Tyr-GTA-52-1 (tRNAscan-SE ID: chr4.trna2108) Tyr (GTA) 87 bp Sc: 60.1 chr4:44596051-44596137 (+)
>Danio_rerio_tRNA-Tyr-GTA-53-1 (tRNAscan-SE ID: chr4.trna12064) Tyr (GTA) 87 bp Sc: 66.5 chr4:32692069-32692155 (-)
>Danio_rerio_tRNA-Tyr-GTA-54-1 (tRNAscan-SE ID: chr4.trna6918) Tyr (GTA) 86 bp Sc: 57.2 chr4:64165474-64165559 (-)
>Danio_rerio_tRNA-Tyr-GTA-55-1 (tRNAscan-SE ID: chr4.trna3884) Tyr (GTA) 87 bp Sc: 64.3 chr4:56041801-56041887 (+)
>Danio_rerio_tRNA-Tyr-GTA-56-1 (tRNAscan-SE ID: chr4.trna3882) Tyr (GTA) 87 bp Sc: 56.4 chr4:56040581-56040667 (+)
>Danio_rerio_tRNA-Tyr-GTA-57-1 (tRNAscan-SE ID: chr4.trna1691) Tyr (GTA) 87 bp Sc: 63.4 chr4:41374284-41374370 (+)
>Danio_rerio_tRNA-Tyr-GTA-58-1 (tRNAscan-SE ID: chr4.trna6783) Tyr (GTA) 88 bp Sc: 58.2 chr4:64822305-64822392 (-)
>Danio_rerio_tRNA-Tyr-GTA-59-1 (tRNAscan-SE ID: chr4.trna6484) Tyr (GTA) 87 bp Sc: 58.8 chr4:67343573-67343659 (-)
>Danio_rerio_tRNA-Tyr-GTA-6-1 (tRNAscan-SE ID: chrUn_KZ116044v1.trna3) Tyr (GTA) 87 bp Sc: 71.3 chrUn_KZ116044v1:17982-18068 (+)
>Danio_rerio_tRNA-Tyr-GTA-7-1 (tRNAscan-SE ID: chr4.trna4585) Tyr (GTA) 87 bp Sc: 72.7 chr4:60327807-60327893 (+)
>Danio_rerio_tRNA-Tyr-GTA-7-2 (tRNAscan-SE ID: chr4.trna4594) Tyr (GTA) 87 bp Sc: 72.7 chr4:60334497-60334583 (+)
>Danio_rerio_tRNA-Tyr-GTA-8-1 (tRNAscan-SE ID: chr4.trna2546) Tyr (GTA) 87 bp Sc: 69.6 chr4:47121778-47121864 (+)
>Danio_rerio_tRNA-Tyr-GTA-8-2 (tRNAscan-SE ID: chr15.trna138) Tyr (GTA) 87 bp Sc: 69.6 chr15:19961207-19961293 (-)
>Danio_rerio_tRNA-Tyr-GTA-9-1 (tRNAscan-SE ID: chrUn_KN147651v2.trna170) Tyr (GTA) 87 bp Sc: 72.6 chrUn_KN147651v2:41738-41824 (-)
>Danio_rerio_tRNA-Val-AAC-1-1 (tRNAscan-SE ID: chr11.trna42) Val (AAC) 73 bp Sc: 79.4 chr11:19243280-19243352 (-)
>Danio_rerio_tRNA-Val-AAC-1-2 (tRNAscan-SE ID: chr11.trna40) Val (AAC) 73 bp Sc: 79.4 chr11:19281947-19282019 (-)
>Danio_rerio_tRNA-Val-AAC-1-3 (tRNAscan-SE ID: chr13.trna81) Val (AAC) 73 bp Sc: 79.4 chr13:44758023-44758095 (-)
>Danio_rerio_tRNA-Val-AAC-1-4 (tRNAscan-SE ID: chr13.trna79) Val (AAC) 73 bp Sc: 79.4 chr13:44759341-44759413 (-)
>Danio_rerio_tRNA-Val-AAC-1-5 (tRNAscan-SE ID: chr21.trna294) Val (AAC) 73 bp Sc: 79.4 chr21:32082439-32082511 (-)
>Danio_rerio_tRNA-Val-AAC-10-1 (tRNAscan-SE ID: chr4.trna3140) Val (AAC) 73 bp Sc: 77.2 chr4:51704943-51705015 (+)
>Danio_rerio_tRNA-Val-AAC-11-1 (tRNAscan-SE ID: chr4.trna9407) Val (AAC) 73 bp Sc: 73.8 chr4:48983123-48983195 (-)
>Danio_rerio_tRNA-Val-AAC-11-2 (tRNAscan-SE ID: chrUn_KN147636v1.trna31) Val (AAC) 73 bp Sc: 73.8 chrUn_KN147636v1:52105-52177 (+)
>Danio_rerio_tRNA-Val-AAC-12-1 (tRNAscan-SE ID: chr4.trna2230) Val (AAC) 73 bp Sc: 75.5 chr4:45553176-45553248 (+)
>Danio_rerio_tRNA-Val-AAC-12-2 (tRNAscan-SE ID: chr4.trna9780) Val (AAC) 73 bp Sc: 75.5 chr4:47201646-47201718 (-)
>Danio_rerio_tRNA-Val-AAC-13-1 (tRNAscan-SE ID: chr4.trna5372) Val (AAC) 73 bp Sc: 78.1 chr4:64782209-64782281 (+)
>Danio_rerio_tRNA-Val-AAC-14-1 (tRNAscan-SE ID: chr4.trna1207) Val (AAC) 73 bp Sc: 73.5 chr4:37727028-37727100 (+)
>Danio_rerio_tRNA-Val-AAC-14-2 (tRNAscan-SE ID: chr4.trna9827) Val (AAC) 73 bp Sc: 73.5 chr4:46503592-46503664 (-)
>Danio_rerio_tRNA-Val-AAC-14-3 (tRNAscan-SE ID: chr4.trna3143) Val (AAC) 73 bp Sc: 73.5 chr4:51707683-51707755 (+)
>Danio_rerio_tRNA-Val-AAC-14-4 (tRNAscan-SE ID: chr4.trna4019) Val (AAC) 73 bp Sc: 73.5 chr4:57776978-57777050 (+)
>Danio_rerio_tRNA-Val-AAC-14-5 (tRNAscan-SE ID: chr4.trna8054) Val (AAC) 73 bp Sc: 73.5 chr4:57975935-57976007 (-)
>Danio_rerio_tRNA-Val-AAC-14-6 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna75) Val (AAC) 73 bp Sc: 73.5 chr8_KZ115270v1_alt:342111-342183 (-)
>Danio_rerio_tRNA-Val-AAC-15-1 (tRNAscan-SE ID: chr4.trna1925) Val (AAC) 73 bp Sc: 78.1 chr4:42994079-42994151 (+)
>Danio_rerio_tRNA-Val-AAC-15-2 (tRNAscan-SE ID: chr4.trna7897) Val (AAC) 73 bp Sc: 78.1 chr4:59020433-59020505 (-)
>Danio_rerio_tRNA-Val-AAC-15-3 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna64) Val (AAC) 73 bp Sc: 78.1 chr8_KZ115270v1_alt:347013-347085 (-)
>Danio_rerio_tRNA-Val-AAC-16-1 (tRNAscan-SE ID: chr4.trna8052) Val (AAC) 73 bp Sc: 75.3 chr4:57978609-57978681 (-)
>Danio_rerio_tRNA-Val-AAC-17-1 (tRNAscan-SE ID: chr4.trna2233) Val (AAC) 73 bp Sc: 75.0 chr4:45555904-45555976 (+)
>Danio_rerio_tRNA-Val-AAC-18-1 (tRNAscan-SE ID: chrUn_KN149691v1.trna100) Val (AAC) 73 bp Sc: 71.0 chrUn_KN149691v1:169501-169573 (+)
>Danio_rerio_tRNA-Val-AAC-19-1 (tRNAscan-SE ID: chr4.trna12098) Val (AAC) 73 bp Sc: 72.6 chr4:32138391-32138463 (-)
>Danio_rerio_tRNA-Val-AAC-19-2 (tRNAscan-SE ID: chr4.trna1350) Val (AAC) 73 bp Sc: 72.6 chr4:38903700-38903772 (+)
>Danio_rerio_tRNA-Val-AAC-19-3 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna79) Val (AAC) 73 bp Sc: 72.6 chr8_KZ115270v1_alt:340416-340488 (-)
>Danio_rerio_tRNA-Val-AAC-2-1 (tRNAscan-SE ID: chr11.trna43) Val (AAC) 73 bp Sc: 78.7 chr11:19242720-19242792 (-)
>Danio_rerio_tRNA-Val-AAC-2-2 (tRNAscan-SE ID: chr11.trna41) Val (AAC) 73 bp Sc: 78.7 chr11:19279806-19279878 (-)
>Danio_rerio_tRNA-Val-AAC-20-1 (tRNAscan-SE ID: chr4.trna3308) Val (AAC) 73 bp Sc: 71.7 chr4:52567420-52567492 (+)
>Danio_rerio_tRNA-Val-AAC-20-2 (tRNAscan-SE ID: chr4.trna4015) Val (AAC) 73 bp Sc: 71.7 chr4:57773205-57773277 (+)
>Danio_rerio_tRNA-Val-AAC-21-1 (tRNAscan-SE ID: chr4.trna5751) Val (AAC) 73 bp Sc: 73.7 chr4:68104551-68104623 (+)
>Danio_rerio_tRNA-Val-AAC-22-1 (tRNAscan-SE ID: chr4.trna626) Val (AAC) 73 bp Sc: 71.0 chr4:34101332-34101404 (+)
>Danio_rerio_tRNA-Val-AAC-23-1 (tRNAscan-SE ID: chr4.trna1369) Val (AAC) 73 bp Sc: 74.5 chr4:38955338-38955410 (+)
>Danio_rerio_tRNA-Val-AAC-23-2 (tRNAscan-SE ID: chr4.trna9943) Val (AAC) 73 bp Sc: 74.5 chr4:44560650-44560722 (-)
>Danio_rerio_tRNA-Val-AAC-24-1 (tRNAscan-SE ID: chr4.trna12252) Val (AAC) 73 bp Sc: 71.0 chr4:30699539-30699611 (-)
>Danio_rerio_tRNA-Val-AAC-24-2 (tRNAscan-SE ID: chr4.trna12124) Val (AAC) 73 bp Sc: 71.0 chr4:32049245-32049317 (-)
>Danio_rerio_tRNA-Val-AAC-25-1 (tRNAscan-SE ID: chr4.trna10424) Val (AAC) 73 bp Sc: 80.1 chr4:40932827-40932899 (-)
>Danio_rerio_tRNA-Val-AAC-26-1 (tRNAscan-SE ID: chr4.trna9043) Val (AAC) 73 bp Sc: 71.8 chr4:51502480-51502552 (-)
>Danio_rerio_tRNA-Val-AAC-27-1 (tRNAscan-SE ID: chr4.trna10305) Val (AAC) 73 bp Sc: 69.5 chr4:42474687-42474759 (-)
>Danio_rerio_tRNA-Val-AAC-27-2 (tRNAscan-SE ID: chr4.trna6412) Val (AAC) 73 bp Sc: 69.5 chr4:68070617-68070689 (-)
>Danio_rerio_tRNA-Val-AAC-28-1 (tRNAscan-SE ID: chr4.trna5460) Val (AAC) 73 bp Sc: 74.7 chr4:65218140-65218212 (+)
>Danio_rerio_tRNA-Val-AAC-28-2 (tRNAscan-SE ID: chr4.trna5463) Val (AAC) 73 bp Sc: 74.7 chr4:65220880-65220952 (+)
>Danio_rerio_tRNA-Val-AAC-29-1 (tRNAscan-SE ID: chrUn_KN149691v1.trna20) Val (AAC) 73 bp Sc: 73.1 chrUn_KN149691v1:32555-32627 (+)
>Danio_rerio_tRNA-Val-AAC-3-1 (tRNAscan-SE ID: chr4.trna769) Val (AAC) 73 bp Sc: 78.2 chr4:35522035-35522107 (+)
>Danio_rerio_tRNA-Val-AAC-3-2 (tRNAscan-SE ID: chr4.trna10952) Val (AAC) 73 bp Sc: 78.2 chr4:38402511-38402583 (-)
>Danio_rerio_tRNA-Val-AAC-30-1 (tRNAscan-SE ID: chr4.trna7894) Val (AAC) 73 bp Sc: 73.5 chr4:59023156-59023228 (-)
>Danio_rerio_tRNA-Val-AAC-31-1 (tRNAscan-SE ID: chr8.trna205) Val (AAC) 73 bp Sc: 71.3 chr8:31684736-31684808 (-)
>Danio_rerio_tRNA-Val-AAC-31-2 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna15) Val (AAC) 73 bp Sc: 71.3 chr8_KZ115270v1_alt:367693-367765 (-)
>Danio_rerio_tRNA-Val-AAC-32-1 (tRNAscan-SE ID: chr4.trna3951) Val (AAC) 73 bp Sc: 70.2 chr4:56456714-56456786 (+)
>Danio_rerio_tRNA-Val-AAC-33-1 (tRNAscan-SE ID: chr4.trna10427) Val (AAC) 73 bp Sc: 69.6 chr4:40930092-40930164 (-)
>Danio_rerio_tRNA-Val-AAC-34-1 (tRNAscan-SE ID: chrUn_KN150605v1.trna14) Val (AAC) 73 bp Sc: 75.2 chrUn_KN150605v1:32897-32969 (-)
>Danio_rerio_tRNA-Val-AAC-35-1 (tRNAscan-SE ID: chr4.trna7793) Val (AAC) 73 bp Sc: 74.0 chr4:59478146-59478218 (-)
>Danio_rerio_tRNA-Val-AAC-36-1 (tRNAscan-SE ID: chr4.trna3065) Val (AAC) 73 bp Sc: 68.2 chr4:51383741-51383813 (+)
>Danio_rerio_tRNA-Val-AAC-37-1 (tRNAscan-SE ID: chrUn_KN147637v2.trna17) Val (AAC) 73 bp Sc: 70.5 chrUn_KN147637v2:19402-19474 (-)
>Danio_rerio_tRNA-Val-AAC-38-1 (tRNAscan-SE ID: chr4.trna1105) Val (AAC) 73 bp Sc: 67.6 chr4:37524980-37525052 (+)
>Danio_rerio_tRNA-Val-AAC-39-1 (tRNAscan-SE ID: chrUn_KN149691v1.trna23) Val (AAC) 73 bp Sc: 70.2 chrUn_KN149691v1:35284-35356 (+)
>Danio_rerio_tRNA-Val-AAC-4-1 (tRNAscan-SE ID: chr4.trna4703) Val (AAC) 73 bp Sc: 73.4 chr4:61046335-61046407 (+)
>Danio_rerio_tRNA-Val-AAC-40-1 (tRNAscan-SE ID: chr4.trna1108) Val (AAC) 73 bp Sc: 68.6 chr4:37527726-37527798 (+)
>Danio_rerio_tRNA-Val-AAC-41-1 (tRNAscan-SE ID: chr4.trna3071) Val (AAC) 73 bp Sc: 68.5 chr4:51389198-51389270 (+)
>Danio_rerio_tRNA-Val-AAC-42-1 (tRNAscan-SE ID: chr4.trna3952) Val (AAC) 73 bp Sc: 71.0 chr4:56457019-56457091 (+)
>Danio_rerio_tRNA-Val-AAC-43-1 (tRNAscan-SE ID: chr4.trna9200) Val (AAC) 73 bp Sc: 69.1 chr4:50143165-50143237 (-)
>Danio_rerio_tRNA-Val-AAC-43-2 (tRNAscan-SE ID: chr4.trna9197) Val (AAC) 73 bp Sc: 69.1 chr4:50145905-50145977 (-)
>Danio_rerio_tRNA-Val-AAC-44-1 (tRNAscan-SE ID: chr8.trna282) Val (AAC) 73 bp Sc: 73.2 chr8:31651845-31651917 (-)
>Danio_rerio_tRNA-Val-AAC-44-2 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna82) Val (AAC) 73 bp Sc: 73.2 chr8_KZ115270v1_alt:339225-339297 (-)
>Danio_rerio_tRNA-Val-AAC-45-1 (tRNAscan-SE ID: chr4.trna1607) Val (AAC) 73 bp Sc: 68.8 chr4:40423433-40423505 (+)
>Danio_rerio_tRNA-Val-AAC-45-2 (tRNAscan-SE ID: chr8.trna242) Val (AAC) 73 bp Sc: 68.8 chr8:31668984-31669056 (-)
>Danio_rerio_tRNA-Val-AAC-45-3 (tRNAscan-SE ID: chr8.trna234) Val (AAC) 73 bp Sc: 68.8 chr8:31672374-31672446 (-)
>Danio_rerio_tRNA-Val-AAC-45-4 (tRNAscan-SE ID: chr8.trna226) Val (AAC) 73 bp Sc: 68.8 chr8:31675764-31675836 (-)
>Danio_rerio_tRNA-Val-AAC-46-1 (tRNAscan-SE ID: chr4.trna8210) Val (AAC) 73 bp Sc: 75.6 chr4:56247959-56248031 (-)
>Danio_rerio_tRNA-Val-AAC-47-1 (tRNAscan-SE ID: chr4.trna2675) Val (AAC) 73 bp Sc: 73.6 chr4:48449978-48450050 (+)
>Danio_rerio_tRNA-Val-AAC-48-1 (tRNAscan-SE ID: chr4.trna623) Val (AAC) 73 bp Sc: 66.3 chr4:34098594-34098666 (+)
>Danio_rerio_tRNA-Val-AAC-49-1 (tRNAscan-SE ID: chr4.trna11563) Val (AAC) 73 bp Sc: 72.4 chr4:36760779-36760851 (-)
